pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,abs_vmag,sy_jmag,abs_jmag,sy_kmag,abs_kmag,sy_tmag,sy_kepmag,sy_gaiamag,abs_gaiamag,st_parallax_mas,st_rv,st_e_rv,st_rv_source,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,bj_dist_pc,bj_dist_pc_lo,bj_dist_pc_hi,ruwe,ruwe_quality,gaia_aen,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
Kepler-1025 b,Kepler-1025,2.1066E+18,2.1066E+18,164727439,,284.510214,43.9615628,13.695,4.174970637,12.572,3.051970637,12.217,2.696970637,13.1599,13.573,13.5557,4.035670637,1.232362664,-35.90143204,3.567820072,Gaia,6089,4.37,-0.03,1.09,1.13,,0.28708,3.31,1.55,-1.58,,801.6889038,782.4846191,818.9153442,2.455769777,HI,0.290982842,37.3229493,1.98,7.0207,Kepler,2016,Kepler
Kepler-170 b,Kepler-170,2.1041E+18,2.1041E+18,120253745,,284.5211975,41.6296562,14.344,5.021662059,13.143,3.820662059,12.677,3.354662059,13.8294,14.387,14.3469,5.024562059,1.341275349,-38.7561264,4.422057629,Gaia,5679,4.445,0.39,1.066,1.035,,-0.05453,,,,,731.9266968,722.6315308,739.3348389,1.026928544,LO,0,7.930592,3.2,3.68,Kepler,2014,Kepler
Kepler-170 c,Kepler-170,2.1041E+18,2.1041E+18,120253745,,284.5211975,41.6296562,14.344,5.021662059,13.143,3.820662059,12.677,3.354662059,13.8294,14.387,14.3469,5.024562059,1.341275349,-38.7561264,4.422057629,Gaia,5679,4.445,0.39,1.066,1.035,,-0.05453,,,,,731.9266968,722.6315308,739.3348389,1.026928544,LO,0,16.665863,2.86,4.2,Kepler,2014,Kepler
Kepler-1476 b,Kepler-1476,2.1066E+18,2.1066E+18,164727404,,284.5320743,43.9898971,15.574,5.549150124,14.227,4.202150124,13.828,3.803150124,14.9073,15.408,15.4086,5.383750124,0.966516318,-11.359629,0.09711683,APOGEE,5663,4.47,0.06,0.98,0.96,,-0.2429,4.57,4.7,-2.81,,1011.509521,990.3294067,1036.979736,1.041364789,LO,0.032128483,10.35863224,1.67,2.574,Kepler,2016,Kepler
KELT-10 b,KELT-10,6.71052E+18,6.71052E+18,269217040,,284.5483823,-47.0033072,10.617,4.242059047,9.693,3.318059047,9.338,2.963059047,10.2748,,10.7009,4.325959047,5.283403771,31.9526329,0.325231165,Gaia,5948,4.319,0.09,1.112,1.209,G0 V,0.21748,4.5,0.7,-0.7,,188.359787,187.8112946,188.9438019,0.898899972,LO,0.050608825,4.1662739,15.681391,3.744,KELT-South,2016,KELT
Kepler-465 b,Kepler-465,2.10724E+18,2.10724E+18,164725204,,284.5557853,46.0638865,12.651,3.971635987,11.735,3.055635987,11.456,2.776635987,12.2404,12.663,12.5914,3.912035987,1.819203095,-31.72131348,1.461080551,Gaia,6310,4.31,0.09,1.23,1.29,,0.33805,2.19,0.757,-0.678,,544.3432007,541.5863037,547.4875488,1.090180039,LO,0.08722952,9.940672466,2.95,3.9006,Kepler,2016,Kepler
Kepler-1370 c,Kepler-1370,2.10411E+18,2.10411E+18,120253552,,284.5656897,41.7784781,13.718,3.709709804,12.681,2.672709804,12.349,2.340709804,13.2588,13.701,13.6743,3.666009804,0.969878491,-9.314721107,3.222405434,Gaia,6202,4.29,0.05,1.19,1.29,,0.45795,2.88,1.09,-1.13,,1003.825073,991.7607422,1013.998352,0.98777014,LO,0,7.44142113,1.27,4.731,Kepler,2016,Kepler
Kepler-1370 b,Kepler-1370,2.10411E+18,2.10411E+18,120253552,,284.5656897,41.7784781,13.718,3.709709804,12.681,2.672709804,12.349,2.340709804,13.2588,13.701,13.6743,3.666009804,0.969878491,-9.314721107,3.222405434,Gaia,6202,4.29,0.05,1.19,1.29,,0.45795,2.88,1.09,-1.13,,1003.825073,991.7607422,1013.998352,0.98777014,LO,0,20.2641684,1.84,4.285,Kepler,2016,Kepler
Kepler-441 b,Kepler-441,2.1318E+18,2.1318E+18,267667567,,284.566954,49.0127077,15.567,8.429383932,13.04,5.902383932,12.288,5.150383932,14.2421,15.142,15.135,7.997383932,3.713894392,-3.116765738,5.679112911,Gaia,4340,4.715,-0.57,0.572,0.55,,-1.051,1.9,0.5,-0.4,,267.6228638,266.1159058,269.0690918,1.107713819,LO,0.063823089,207.2482,1.64,6.05,Kepler,2015,Kepler
Kepler-823 b,Kepler-823,2.10022E+18,2.10022E+18,120315151,,284.5825682,39.2201737,15.089,4.466703761,13.619,2.996703761,13.187,2.564703761,14.2527,14.801,14.7625,4.140203761,0.724461247,5.306594,0.051422227,APOGEE,5643,4.47,0.06,0.98,0.96,,0.33549,4.47,4,-2.76,,1331.862061,1300.853027,1369.796753,0.950932741,LO,0,4.16809082,1.57,2.723,Kepler,2016,Kepler
Kepler-1265 b,Kepler-1265,2.10739E+18,2.10739E+18,164781761,,284.5858364,47.0795646,16.024,7.193046266,13.939,5.108046266,13.2,4.369046266,14.8923,15.602,15.5655,6.734546266,1.691003594,,,,4630,4.63,-0.1,0.71,0.69,,-0.70004,5.25,5.57,-3.08,,583.701416,572.7000122,591.5786743,1.062606573,LO,0,6.49441289,1.35,2.243,Kepler,2016,Kepler
Kepler-1274 b,Kepler-1274,2.10734E+18,2.10734E+18,164781116,,284.5936858,46.4497364,11.717,2.809187021,10.756,1.848187021,10.454,1.546187021,11.3006,11.752,11.6819,2.774087021,1.606940044,-10.38567734,0.658641636,Gaia,6179,3.93,0.11,1.45,2.17,,0.79752,2.88,0.3,-0.31,,604.7315063,601.6433716,608.8382568,0.747856498,LO,0.061341371,6.98152703,1.42,5.896,Kepler,2016,Kepler
Kepler-1242 b,Kepler-1242,2.10403E+18,2.10403E+18,120317833,,284.6062174,41.196344,15.714,6.591009117,13.975,4.852009117,13.343,4.220009117,14.8528,15.462,15.4984,6.375409117,1.468036003,,,,4895,4.6,-0.05,0.77,0.74,,-0.51639,5.62,5.24,-3.22,,667.7258301,658.1757813,678.06604,1.095033646,LO,0.05311754,13.62798432,2.26,3.0471,Kepler,2016,Kepler
Kepler-995 b,Kepler-995,2.10021E+18,2.10021E+18,120315006,,284.6157154,39.130998,15.173,6.254967758,13.566,4.647967758,13.021,4.102967758,14.311,14.907,14.8814,5.963367758,1.618508675,-17.117592,0.06668554,APOGEE,5206,4.57,-0.07,0.83,0.8,,-0.41918,5.01,6.05,-3.2,,607.5841675,600.3248901,614.7764893,1.067711234,LO,0.084624849,28.26731672,2.7,4.5693,Kepler,2016,Kepler
Kepler-921 b,Kepler-921,2.13218E+18,2.13218E+18,48448706,,284.6162253,49.1907438,14.852,5.018670422,13.597,3.763670422,13.188,3.354670422,14.2465,14.739,14.7055,4.872170422,1.058958232,-17.117592,0.06668554,APOGEE,5663,4.5,-0.12,0.93,0.91,,-0.0296,4.27,4.6,-2.6,,926.1171265,913.9674683,939.5018311,0.98570013,LO,0,51.300634,2.87,6.987,Kepler,2016,Kepler
Kepler-506 b,Kepler-506,2.10345E+18,2.10345E+18,120317234,,284.6351885,40.7198296,11.094,4.283913345,9.911,3.100913345,9.617,2.806913345,10.4081,10.868,10.7836,3.973513345,4.331861552,-12.092103,0.402166873,Gaia,6236,4.36,0.09,1.19,1.19,,0.28755,1.74,0.543,-0.407,,230.1533661,229.552475,230.7283783,1.006072044,LO,0.085799053,6.8834055,2.73,2.0651,Kepler,2016,Kepler
Kepler-558 b,Kepler-558,2.10425E+18,2.10425E+18,164730843,,284.6579709,42.6526751,14.899,5.753499449,13.497,4.351499449,12.961,3.815499449,14.3911,14.805,14.9538,5.808299449,1.456809202,,,,5242,4.56,-0.06,0.85,0.81,,-0.38422,4.47,6.27,-2.72,,674.6835327,665.9119263,684.4269409,1.094396114,LO,0.070542619,29.00790538,2.37,4.8259,Kepler,2016,Kepler
Kepler-1328 b,Kepler-1328,2.1067E+18,2.1067E+18,164778883,,284.6753857,44.4177225,13.969,4.444836421,12.695,3.170836421,12.305,2.780836421,13.3383,13.836,13.8033,4.279136421,1.218594616,-56.98052979,2.847951889,Gaia,5780,4.44,0,1,0.99,,0.2276,4.57,3.12,-2.7,,803.2166748,794.9660034,811.8328247,1.020978689,LO,0,4.52158888,0.98,3.4897,Kepler,2016,Kepler
Kepler-282 b,Kepler-282,2.10674E+18,2.10674E+18,164779321,,284.6772402,44.7976401,15.444,4.882995677,14.08,3.518995677,13.65,3.088995677,14.7256,15.204,15.1779,4.616895677,0.745062079,-4.578884,0.07373068,APOGEE,5602,4.459,-0.2,0.86,0.904,,0.10587,,,,,1294.794556,1266.858765,1325.660645,0.991643608,LO,0,9.220524,1.01,4.847,Kepler,2014,Kepler
Kepler-282 c,Kepler-282,2.10674E+18,2.10674E+18,164779321,,284.6772402,44.7976401,15.444,4.882995677,14.08,3.518995677,13.65,3.088995677,14.7256,15.204,15.1779,4.616895677,0.745062079,,,,5602,4.459,-0.2,0.86,0.904,,0.10587,,,,,1294.794556,1266.858765,1325.660645,0.991643608,LO,0,13.638723,1.2,5.573,Kepler,2014,Kepler
Kepler-282 e,Kepler-282,2.10674E+18,2.10674E+18,164779321,,284.6772402,44.7976401,15.444,4.882995677,14.08,3.518995677,13.65,3.088995677,14.7256,15.204,15.1779,4.616895677,0.745062079,,,,5656,4.53,-0.2,0.97,0.89,,0.10587,,,,,1294.794556,1266.858765,1325.660645,0.991643608,LO,0,44.347,3.1,6.399,Kepler,2013,Kepler
Kepler-282 d,Kepler-282,2.10674E+18,2.10674E+18,164779321,,284.6772402,44.7976401,15.444,4.882995677,14.08,3.518995677,13.65,3.088995677,14.7256,15.204,15.1779,4.616895677,0.745062079,,,,5656,4.53,-0.2,0.97,0.89,,0.10587,,,,,1294.794556,1266.858765,1325.660645,0.991643608,LO,0,24.806,2.46,6.1513,Kepler,2013,Kepler
Kepler-735 b,Kepler-735,2.10729E+18,2.10729E+18,164780824,,284.6888328,46.1721391,15.492,6.263877902,13.94,4.711877902,13.453,4.224877902,14.784,15.386,15.3849,6.156777902,1.403614269,,,,5107,4.57,0.07,0.85,0.8,,-0.51697,4.37,6.1,-2.57,,700.848938,690.3013916,708.9328613,0.988075316,LO,0,11.51516988,2.95,2.0189,Kepler,2016,Kepler
Kepler-1719 b,Kepler-1719,2.1002E+18,2.1002E+18,120314731,,284.7068546,38.9367566,13.478,3.759668822,12.167,2.448668822,11.776,2.057668822,12.836,13.644,13.3258,3.607468822,1.109168298,-20.58366776,1.777465343,Gaia,5687,3.973,0.04,1.08,1.775,,0.52557,,,,,878.347229,871.0484619,886.2008667,0.954524875,LO,0,6.149559975,3.95000623,5.5694,Kepler,2021,Kepler
Kepler-922 b,Kepler-922,2.13221E+18,2.13221E+18,48448415,,284.7316084,49.533149,13.863,5.20744929,12.613,3.95744929,12.188,3.53244929,13.2765,13.757,13.745,5.08944929,1.83230347,22.84129715,2.74863553,Gaia,5671,4.48,-0.05,0.95,0.93,,-0.13328,4.37,4.22,-2.57,,538.406311,535.2299194,541.7601929,1.06201148,LO,0.013619584,0.938466832,1.42,1.271,Kepler,2016,Kepler
Kepler-134 b,Kepler-134,2.13222E+18,2.13222E+18,48448369,,284.7391156,49.5984448,12.318,4.692661433,11.26,3.634661433,10.951,3.325661433,11.8216,12.324,12.2219,4.596561433,2.970055726,-27.61386108,1.276538491,Gaia,5983,4.31,-0.2067,0.956,1.176,,0.06051,,,,,335.0176697,333.9827881,336.1831055,1.060861111,LO,0.082010992,5.317429,2,2.901,Kepler,2014,Kepler
Kepler-134 c,Kepler-134,2.13222E+18,2.13222E+18,48448369,,284.7391156,49.5984448,12.318,4.692661433,11.26,3.634661433,10.951,3.325661433,11.8216,12.324,12.2219,4.596561433,2.970055726,-27.61386108,1.276538491,Gaia,5983,4.31,-0.2067,0.956,1.176,,0.06051,,,,,335.0176697,333.9827881,336.1831055,1.060861111,LO,0.082010992,10.105785,1.26,2.059,Kepler,2014,Kepler
Kepler-1853 b,Kepler-1853,2.10729E+18,2.10729E+18,164784178,,284.7478834,46.3735415,15.229,6.488196429,13.404,4.663196429,12.776,4.035196429,14.421,14.985,15.0482,6.307396429,1.75519204,,,,4821,4.529,0.16,0.765,0.788,,-0.56217,,,,,559.9647827,553.8272095,567.5351563,1.009596229,LO,0,48.88819885,1.51862272,6.468,Kepler,2021,Kepler
Kepler-214 c,Kepler-214,2.10675E+18,2.10675E+18,164785720,,284.7548499,44.95605,14.057,3.642423928,12.941,2.526423928,12.607,2.192423928,13.5078,13.949,13.9058,3.491223928,0.796922077,-34.78717041,2.981616497,Gaia,6169,4.249,-0.02,1.11,1.352,,0.5108,,,,,1210.361816,1190.835938,1230.858398,1.03138411,LO,0,28.7798,2.13,7.803,Kepler,2014,Kepler
Kepler-214 b,Kepler-214,2.10675E+18,2.10675E+18,164785720,,284.7548499,44.95605,14.057,3.642423928,12.941,2.526423928,12.607,2.192423928,13.5078,13.949,13.9058,3.491223928,0.796922077,-34.78717041,2.981616497,Gaia,6169,4.249,-0.02,1.11,1.352,,0.5108,,,,,1210.361816,1190.835938,1230.858398,1.03138411,LO,0,15.660544,2.61,7.006,Kepler,2014,Kepler
Kepler-1498 b,Kepler-1498,2.10675E+18,2.10675E+18,164785771,,284.7780883,44.9167513,15.352,4.819730721,13.703,3.170730721,13.238,2.705730721,14.5411,15.033,15.0997,4.567430721,0.793113651,,,,5256,4.56,-0.01,0.86,0.81,,-0.16563,4.17,6.28,-2.44,,1277.773438,1159.795776,1440.876587,4.321203709,HI,0.95014894,48.051405,1.33,7.638,Kepler,2016,Kepler
Kepler-408 b,Kepler-408,2.13159E+18,2.13159E+18,48450369,,284.7862158,48.4232622,8.834,4.086724421,7.784,3.036724421,7.486,2.738724421,8.327,8.769,8.6992,3.951924421,11.21760481,-54.75921631,0.178307518,Gaia,6104,4.294,-0.2,1.08,1.23,,0.28298,6.68,,,,89.01334381,88.90536499,89.10193634,0.859020829,LO,0.071410753,2.46502,0.82,1.231,Kepler,2014,Kepler
Kepler-647 b,Kepler-647,2.10671E+18,2.10671E+18,164786172,,284.7882977,44.5916225,14.067,3.921030625,12.898,2.752030625,12.611,2.465030625,13.5168,13.965,13.9345,3.788530625,0.908758494,-25.63197136,7.780249596,Gaia,6020,4.39,-0.14,1.03,1.07,,0.41834,4.27,1.84,-2.2,,1069.532227,1054.732544,1084.589722,0.917642236,LO,0,16.2254649,1.17,6.493,Kepler,2016,Kepler
Kepler-647 c,Kepler-647,2.10671E+18,2.10671E+18,164786172,,284.7882977,44.5916225,14.067,3.921030625,12.898,2.752030625,12.611,2.465030625,13.5168,13.965,13.9345,3.788530625,0.908758494,-25.63197136,7.780249596,Gaia,5906.74,4.08919,-0.4146,1.07,1.54571,,0.41834,4.27,1.84,-2.2,,1069.532227,1054.732544,1084.589722,0.917642236,LO,0,29.6663,4.00135002,8.412,Kepler,2020,Kepler
Kepler-388 c,Kepler-388,2.10671E+18,2.10671E+18,164786156,,284.8280577,44.6086451,15.218,6.295154901,13.261,4.338154901,12.544,3.621154901,14.2916,14.993,15.0015,6.078654901,1.642205467,-14.61061192,11.97635269,Gaia,4498,4.69,0,0.635,0.586,,-0.43932,,,,,608.932312,567.9577026,656.7373657,8.057724953,HI,1.526244164,13.297004,0.86,3.277,Kepler,2014,Kepler
Kepler-388 b,Kepler-388,2.10671E+18,2.10671E+18,164786156,,284.8280577,44.6086451,15.218,6.295154901,13.261,4.338154901,12.544,3.621154901,14.2916,14.993,15.0015,6.078654901,1.642205467,-14.61061192,11.97635269,Gaia,4498,4.69,0,0.635,0.586,,-0.43932,,,,,608.932312,567.9577026,656.7373657,8.057724953,HI,1.526244164,3.173315,0.81,2.042,Kepler,2014,Kepler
Kepler-723 b,Kepler-723,2.10674E+18,2.10674E+18,164786087,,284.8304434,44.6580932,15.452,4.856162319,13.949,3.353162319,13.499,2.903162319,14.6979,15.198,15.201,4.605162319,0.755693933,-53.906006,0.09659165,APOGEE,5539,4.51,0,0.92,0.89,,-0.172,4.57,5.7,-2.87,,1315.7323,1177.355591,1553.599854,3.900073051,HI,0.946353376,4.082275068,12.19,3.23796,Kepler,2016,Kepler
Kepler-1335 b,Kepler-1335,2.10414E+18,2.10414E+18,164827658,,284.8384394,42.0703371,15.248,6.24951821,13.787,4.78851821,13.134,4.13551821,14.6728,15.329,15.3037,6.30521821,1.565072841,,,,4903,4.6,-0.07,0.77,0.74,,-0.5555,4.9,5.92,-2.97,,630.5163574,623.7556152,638.3526001,1.013267756,LO,0,6.26406846,1.45,2.442,Kepler,2016,Kepler
Kepler-1751 b,Kepler-1751,2.13222E+18,2.13222E+18,48451491,,284.8465476,49.6923412,15.455,5.018247475,14.11,3.673247475,13.784,3.347247475,14.7743,15.28,15.232,4.795247475,0.797486136,,,,6052,4.456,-0.26,0.974,0.967,,0.03608,,,,,1222.786133,1191.662109,1249.187256,0.944899857,LO,0,7.017310143,1.82417378,3.567,Kepler,2021,Kepler
Kepler-826 b,Kepler-826,2.10022E+18,2.10022E+18,120355363,,284.8601128,39.2405076,13.644,4.256055832,12.373,2.985055832,12.001,2.613055832,12.9814,13.446,13.4122,4.024255832,1.298549801,-34.10160446,2.617587328,Gaia,6079,4.34,-0.12,1.05,1.15,,0.34865,4.37,1.55,-1.95,,754.3776855,747.9155884,761.4278564,1.076100707,LO,0.030859323,4.48758907,1.25,2.8308,Kepler,2016,Kepler
Kepler-1614 b,Kepler-1614,2.13231E+18,2.13231E+18,48451562,,284.8713893,49.7758867,16.01,5.646735013,14.588,4.224735013,14.001,3.637735013,15.3655,15.923,15.9408,5.577535013,0.827134615,,,,5121,4.58,-0.17,0.79,0.76,,-0.27096,5.5,5.7,-3.4,,1182.09668,1131.520874,1225.451904,0.984656453,LO,0,3.9466141,1.49,2.836,Kepler,2016,Kepler
Kepler-1235 b,Kepler-1235,2.10585E+18,2.10585E+18,164830167,,284.9030677,43.9540616,14.079,5.450359322,12.631,4.002359322,12.199,3.570359322,13.3661,13.889,13.8765,5.247859322,1.854372322,19.80293274,3.197724342,Gaia,5541,4.5,0.01,0.93,0.9,,-0.15625,4.57,5.5,-2.88,,531.7752686,528.1221924,535.1297607,0.97511518,LO,0,4.16055856,0.79,2.615,Kepler,2016,Kepler
Kepler-1292 b,Kepler-1292,2.10585E+18,2.10585E+18,164830162,,284.9057222,43.9491434,16.337,5.617306834,14.679,3.959306834,14.19,3.470306834,15.4317,15.934,15.9483,5.228606834,0.686271462,,,,5556,4.49,0.08,0.95,0.93,,-0.09051,4.68,5.3,-2.96,,1392.959961,1331.936768,1466.267578,1.309205294,LO,0.247402683,3.27646405,1.82,2.272,Kepler,2016,Kepler
Kepler-814 b,Kepler-814,2.13159E+18,2.13159E+18,48450382,,284.9105256,48.4315896,14.859,3.486867055,13.713,2.340867055,13.418,2.045867055,14.2593,14.706,14.6655,3.293367055,0.50972364,,,,6162,4.33,0.01,1.15,1.22,,0.66937,3.02,1.17,-1.3,,1881.163696,1822.525879,1971.958008,1.057800174,LO,0.053892139,6.1469851,2.12,3.392,Kepler,2016,Kepler
Kepler-638 b,Kepler-638,2.10405E+18,2.10405E+18,120420633,,284.9194213,41.6172093,13.658,3.724780602,12.181,2.247780602,11.683,1.749780602,12.9774,13.532,13.5186,3.585380602,1.00476576,-57.4536438,1.911891818,Gaia,5382,4.43,0.04,0.88,0.93,,0.53162,11.75,2.4,-7.41,,969.7144775,958.6824341,982.4592285,1.005612135,LO,0,6.07972888,1.83,7.3431,Kepler,2016,Kepler
Kepler-504 b,Kepler-504,2.10719E+18,2.10719E+18,164832454,,284.9219608,45.9723265,15.143,10.16365595,12,7.020655948,11.155,6.175655948,13.3579,14.486,14.4582,9.478855948,10.0631662,-31.62573242,3.02907896,Gaia,3519,4.94,-0.31,0.33,0.33,,-1.57681,4.17,6.1,-2.58,,99.05326843,98.9094162,99.20432281,1.18644762,LO,0.080449037,9.549275422,1.59,1.7722,Kepler,2016,Kepler
Kepler-1414 b,Kepler-1414,2.10425E+18,2.10425E+18,164828419,,284.9285796,42.4223085,14.989,6.231119596,13.361,4.603119596,12.734,3.976119596,14.2489,14.897,14.8607,6.102819596,1.746793643,-17.34470558,5.36362648,Gaia,4951,4.59,-0.02,0.8,0.75,,-0.46384,4.68,5.92,-2.8,,564.3858032,559.4243774,568.8567505,0.942667484,LO,0,3.51576315,1.23,1.364,Kepler,2016,Kepler
Kepler-26 c,Kepler-26,2.10732E+18,2.10732E+18,164833065,,284.9410627,46.5664505,15.853,8.215000145,13.408,5.770000145,12.63,4.992000145,14.5837,15.473,15.4089,7.770900145,2.937819004,-30.417555,0.027431354,APOGEE,3914,4.68,-0.13,0.544,0.512,M0 V,-1.06048,,,,,336.9767761,334.8814392,339.9056396,1.001869082,LO,0,17.2559,2.72,2.0371,Kepler,2011,Kepler
Kepler-26 b,Kepler-26,2.10732E+18,2.10732E+18,164833065,,284.9410627,46.5664505,15.853,8.215000145,13.408,5.770000145,12.63,4.992000145,14.5837,15.473,15.4089,7.770900145,2.937819004,-30.417555,0.027431354,APOGEE,3914,4.68,-0.13,0.544,0.512,M0 V,-1.06048,,,,,336.9767761,334.8814392,339.9056396,1.001869082,LO,0,12.28,2.78,2.7096,Kepler,2011,Kepler
Kepler-26 e,Kepler-26,2.10732E+18,2.10732E+18,164833065,,284.9410627,46.5664505,15.853,8.215000145,13.408,5.770000145,12.63,4.992000145,14.5837,15.473,15.4089,7.770900145,2.937819004,-30.417555,0.027431354,APOGEE,4486,4.733,-0.21,0.593,0.571,M0 V,-1.06048,,,,,336.9767761,334.8814392,339.9056396,1.001869082,LO,0,46.827915,2.41,2.084,Kepler,2014,Kepler
Kepler-26 d,Kepler-26,2.10732E+18,2.10732E+18,164833065,,284.9410627,46.5664505,15.853,8.215000145,13.408,5.770000145,12.63,4.992000145,14.5837,15.473,15.4089,7.770900145,2.937819004,-30.417555,0.027431354,APOGEE,4486,4.733,-0.21,0.593,0.571,M0 V,-1.06048,,,,,336.9767761,334.8814392,339.9056396,1.001869082,LO,0,3.543919,1.07,2.012,Kepler,2014,Kepler
Kepler-893 b,Kepler-893,2.10585E+18,2.10585E+18,164830125,,284.9630591,43.9130282,15.347,4.777601756,14.133,3.563601756,13.744,3.174601756,14.7039,15.182,15.1735,4.604101756,0.748730585,7.595147,0.035840478,APOGEE,5820,4.45,-0.03,1,0.99,,0.05966,3.8,3.26,-2.12,,1299.809326,1268.48291,1327.845337,1.092520833,LO,0.024454946,6.33855761,3.03,3.2833,Kepler,2016,Kepler
Kepler-196 d,Kepler-196,2.10409E+18,2.10409E+18,164828012,,284.9685077,42.0791214,14.239,5.968729071,12.752,4.481729071,12.235,3.964729071,13.545,14.157,14.1033,5.833029071,2.190582507,21.7898407,2.678906679,Gaia,5132,4.571,-0.06,0.805,0.77,,-0.39257,,,,,450.8729553,448.262207,453.1980286,0.943991661,LO,0,122.0800018,2.66065673,4.121,Kepler,2021,Kepler
Kepler-196 c,Kepler-196,2.10409E+18,2.10409E+18,164828012,,284.9685077,42.0791214,14.239,5.968729071,12.752,4.481729071,12.235,3.964729071,13.545,14.157,14.1033,5.833029071,2.190582507,21.7898407,2.678906679,Gaia,5128,4.566,0.03,0.839,0.782,,-0.39257,,,,,450.8729553,448.262207,453.1980286,0.943991661,LO,0,47.427737,2.24,5.114,Kepler,2014,Kepler
Kepler-196 b,Kepler-196,2.10409E+18,2.10409E+18,164828012,,284.9685077,42.0791214,14.239,5.968729071,12.752,4.481729071,12.235,3.964729071,13.545,14.157,14.1033,5.833029071,2.190582507,21.7898407,2.678906679,Gaia,5128,4.566,0.03,0.839,0.782,,-0.39257,,,,,450.8729553,448.262207,453.1980286,0.943991661,LO,0,20.739886,1.9,3.014,Kepler,2014,Kepler
Kepler-1702 b,Kepler-1702,2.10598E+18,2.10598E+18,164830907,,284.9724842,44.5674794,16.231,6.52848962,14.411,4.70848962,13.959,4.25648962,15.2004,15.789,15.7743,6.07178962,1.121205376,,,,5093,4.64592,-0.24,0.85,0.725742,,-0.49585,,,,,871.9710693,852.0564575,887.6851807,0.977107108,LO,0,18.5012,1.60190793,3.179,Kepler,2020,Kepler
Kepler-1093 c,Kepler-1093,2.10404E+18,2.10404E+18,120420344,,284.9780251,41.4202077,13.781,3.672343381,12.807,2.698343381,12.484,2.375343381,13.4199,13.838,13.8084,3.699743381,0.927902178,-9.549330711,6.095540524,Gaia,6166,4.33,-0.01,1.13,1.2,,0.46038,2.95,1.36,-1.26,,1051.311279,1035.651123,1063.954712,1.029220104,LO,0,89.722292,1.96,10.678,Kepler,2016,Kepler
Kepler-1093 b,Kepler-1093,2.10404E+18,2.10404E+18,120420344,,284.9780251,41.4202077,13.781,3.672343381,12.807,2.698343381,12.484,2.375343381,13.4199,13.838,13.8084,3.699743381,0.927902178,-9.549330711,6.095540524,Gaia,6166,4.33,-0.01,1.13,1.2,,0.46038,2.95,1.36,-1.26,,1051.311279,1035.651123,1063.954712,1.029220104,LO,0,25.0824626,1.95,6.357,Kepler,2016,Kepler
K2-107 b,K2-107,4.08168E+18,4.08168E+18,414843476,,284.985355,-22.2934206,13.012,3.911727691,11.564,2.463727691,11.21,2.109727691,12.2834,12.749,12.7669,3.666627691,1.486346062,-10.61215019,2.277939796,Gaia,6061,4.04,0.14,1.3,1.81,F9 IV,0.46446,,,,,660.7763062,655.454834,666.442749,0.841461539,LO,0.015891613,3.313959,15.98,3.2232,K2,2017,K2
Kepler-1712 b,Kepler-1712,2.13233E+18,2.13233E+18,48503881,,284.998698,50.1466922,14.946,8.984498459,12.009,6.047498459,11.124,5.162498459,13.219,14.216,14.1997,8.238198459,6.397231763,-4.825160503,2.486175299,Gaia,3732,4.736,0.02,0.515,0.509,,-1.17916,,,,,155.7041931,155.3988037,156.0477905,1.014214039,LO,0,13.81499958,2.28372556,2.3244,Kepler,2021,Kepler
Kepler-1190 b,Kepler-1190,2.13203E+18,2.13203E+18,48504464,,284.9996582,49.4799506,14.665,6.981957755,12.862,5.178957755,12.212,4.528957755,13.8287,14.471,14.494,6.810957755,2.878489325,-23.24147987,4.981511116,Gaia,4730,4.62,-0.02,0.76,0.72,,-0.7272,3.98,6.11,-2.25,,344.0396118,342.5681763,345.6606445,0.964407444,LO,0,10.45843441,1.33,3.102,Kepler,2016,Kepler
KOI-1843.03,Kepler-974,2.10338E+18,2.10338E+18,120418600,,285.0131082,40.2209547,15.295,9.676537407,11.951,6.332537407,11.056,5.437537407,13.3179,14.404,14.4126,8.794137407,7.490575922,-24.78477669,2.925094604,Gaia,3584,4.8,0,0.46,0.45,,-1.35426,4.37,5.75,-2.62,34.5,132.9512787,132.6556854,133.2309875,1.098932981,LO,0.023150282,0.1768913,0.61,0.65,Kepler,2013,Kepler
Kepler-974 b,Kepler-974,2.10338E+18,2.10338E+18,120418600,,285.0131082,40.2209547,15.295,9.676537407,11.951,6.332537407,11.056,5.437537407,13.3179,14.404,14.4126,8.794137407,7.490575922,-24.78477669,2.925094604,Gaia,3687,4.76,0.07,0.52,0.5,,-1.35426,4.37,5.75,-2.62,34.5,132.9512787,132.6556854,133.2309875,1.098932981,LO,0.023150282,4.194496514,1.57,1.8482,Kepler,2016,Kepler
Kepler-1325 b,Kepler-1325,2.10409E+18,2.10409E+18,164828023,,285.0171505,42.085312,15.311,5.403131783,13.911,4.003131783,13.457,3.549131783,14.6145,15.16,15.1289,5.221031783,1.017577474,,,,5550,4.5,0.01,0.93,0.91,,-0.13603,4.79,5.61,-2.99,,958.4592285,943.4165039,977.3873291,0.968973935,LO,0,33.8786838,2.86,5.811,Kepler,2016,Kepler
